Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -473848.150767 -2996424.18267
6.1 -473798.328498 -2996384.03384
6.1 -473718.517811 -2996347.11402
6.1 -473670.2635 -2996321.94949
6.1 -473623.731737 -2996311.74568
6.1 -473588.873562 -2996269.92672
6.1 -473539.057111 -2996229.77399
6.1 -473489.241904 -2996189.62052
6.1 -473411.126796 -2996167.77616
6.1 -473357.959725 -2996097.56784
6.1 -473308.148876 -2996057.41168
6.1 -473258.339271 -2996017.2548
6.1 -473223.48869 -2995975.4323
6.1 -473143.643721 -2995938.50648
6.1 -473077.213535 -2995885.04169
6.1 -473027.391619 -2995844.76794
6.1 -472946.008489 -2995792.96447
6.1 -472879.548845 -2995739.26887
6.1 -472811.565743 -2995670.81269
6.1 -472715.094415 -2995620.45596
6.1 -472632.091505 -2995553.55335
6.1 -472550.686823 -2995501.5132
6.1 -472454.243227 -2995451.2621
6.1 -472326.316132 -2995389.22951
6.1 -472259.841238 -2995335.64323
6.1 -472193.438724 -2995282.16086
6.1 -472113.607305 -2995245.09593
6.1 -472048.837611 -2995206.70205
6.1 -471969.010133 -2995169.63347
6.1 -471905.783676 -2995146.10943
6.1 -471837.781821 -2995077.6419
6.1 -471788.006482 -2995037.46304
6.1 -471738.180116 -2994997.29168
6.1 -471658.380004 -2994960.32882
6.1 -471606.895644 -2994905.18577
6.1 -471542.121701 -2994866.66834
6.1 -471474.010845 -2994798.09667
6.1 -471377.642349 -2994747.69165
6.1 -471279.601096 -2994682.5491
6.1 -471181.580554 -2994617.16848
6.1 -471081.957746 -2994536.80696
6.1 -470982.235395 -2994456.45896
6.1 -470884.193743 -2994391.19121
6.1 -470799.534512 -2994309.16806
6.1 -470703.158352 -2994258.86466
6.1 -470575.214143 -2994196.77883
6.1 -470493.759306 -2994144.93896
6.1 -470397.393785 -2994094.62631
6.1 -470299.358409 -2994029.2275
6.1 -470202.999945 -2993978.909
6.1 -470138.106754 -2993940.38819
6.1 -470058.372867 -2993903.4989
6.1 -469963.64212 -2993868.26456
6.1 -469897.187637 -2993814.63919
6.1 -469833.955301 -2993791.08201
6.1 -469737.630529 -2993740.86285
6.1 -469657.802824 -2993703.97984
6.1 -469606.302746 -2993648.70134
6.1 -469558.196413 -2993623.58051
6.1 -469509.98641 -2993598.47535
6.1 -469475.105024 -2993556.63168
6.1 -469441.946144 -2993529.8628
6.1 -469423.628072 -2993501.46398
6.1 -469375.525549 -2993476.34045
6.1 -469297.360362 -2993454.4183
6.1 -469249.137488 -2993429.19576
6.1 -469184.286255 -2993390.76918
6.1 -469119.523388 -2993352.21146
6.1 -469039.661711 -2993315.32117
6.1 -468978.149314 -2993306.70848
6.1 -468900.044579 -2993284.7681
6.1 -468853.494846 -2993274.62288
6.1 -468788.600137 -2993236.19635
6.1 -468740.489899 -2993210.94967
6.1 -468693.837597 -2993200.81839
6.1 -468647.290178 -2993190.67004
6.1 -468600.760922 -2993180.63444
6.1 -468554.196539 -2993170.37121
6.1 -468537.536035 -2993156.9376
6.1 -468505.950645 -2993145.25889
6.1 -468490.990095 -2993146.78687
6.1 -468472.75271 -2993118.48822
6.1 -468441.20249 -2993106.68722
6.1 -468378.01615 -2993083.21408
6.1 -468298.17207 -2993046.30481
6.1 -468205.086327 -2993025.99541
6.1 -468123.704974 -2992974.09529
6.1 -467982.31558 -2992928.55498
6.1 -467841.001068 -2992883.11348
6.1 -467728.051888 -2992819.5174
6.1 -467556.691357 -2992777.249
6.1 -467445.343155 -2992728.62108
6.1 -467333.928852 -2992679.88389
6.1 -467254.214559 -2992642.93164
6.1 -467202.740392 -2992587.73728
6.1 -467171.167188 -2992576.04503
6.1 -467122.94344 -2992550.91154
6.1 -467076.36156 -2992540.74758
6.1 -467028.121552 -2992515.49916
6.1 -466949.987107 -2992493.75273
6.1 -466900.143303 -2992453.41047
6.1 -466853.633949 -2992443.34845
6.1 -466775.485346 -2992421.48414
6.1 -466695.681074 -2992384.53402
6.1 -466600.888206 -2992349.22207
6.1 -466551.086896 -2992309.10134
6.1 -466471.236407 -2992272.15369
6.1 -466423.128361 -2992246.99321
6.1 -466329.929022 -2992226.65153
6.1 -466251.79107 -2992204.77397
6.1 -466201.996845 -2992164.64783
6.1 -466138.781343 -2992141.0239
6.1 -466075.584616 -2992117.51216
6.1 -466027.500376 -2992092.45909
6.1 -465980.808855 -2992082.18133
6.1 -465934.257522 -2992072.11354
6.1 -465856.12741 -2992050.22595
6.1 -465822.982991 -2992023.5414
6.1 -465773.162186 -2991983.18168
6.1 -465696.583919 -2991976.39029
6.1 -465631.708089 -2991937.90714
6.1 -465553.566681 -2991915.89844
6.1 -465475.444283 -2991894.00123
6.1 -465395.689762 -2991857.13144
6.1 -465285.944113 -2991823.41347
6.1 -465189.504138 -2991773.09602
6.1 -465078.202318 -2991724.50545
6.1 -464981.751617 -2991674.06819
6.1 -464855.3661 -2991627.11796
6.1 -464773.978872 -2991575.14825
6.1 -464645.988154 -2991512.98386
6.1 -464551.234574 -2991477.84456
6.1 -464439.937713 -2991429.11787
6.1 -464298.569531 -2991383.66089
6.1 -464185.496217 -2991319.97871
6.1 -464072.532171 -2991256.27633
6.1 -463946.215618 -2991209.16768
6.1 -463834.783218 -2991160.44378
6.1 -463695.13471 -2991130.03547
6.1 -463582.084698 -2991066.33166
6.1 -463472.306856 -2991032.67912
6.1 -463347.652997 -2991000.63043
6.1 -463236.205064 -2990952.00663
6.1 -463141.523694 -2990916.70275
6.1 -463045.117457 -2990866.44116
6.1 -462980.33637 -2990827.78209
6.1 -462902.162471 -2990805.83598
6.1 -462837.297808 -2990767.30362
6.1 -462789.16037 -2990742.21722
6.1 -462772.556767 -2990728.86728
6.1 -462724.29855 -2990703.68257
6.1 -462692.713828 -2990691.95297
6.1 -462646.182479 -2990681.72194
6.1 -462597.94375 -2990656.64876
6.1 -462534.863611 -2990633.05704
6.1 -462471.680175 -2990609.48018
6.1 -462391.844608 -2990572.55819
6.1 -462297.100099 -2990537.35827
6.1 -462187.359951 -2990503.66013
6.1 -462089.29598 -2990438.29277
6.1 -461949.672021 -2990407.92669
6.1 -461868.213935 -2990355.90668
6.1 -461773.483617 -2990320.69081
6.1 -461695.33448 -2990298.71415
6.1 -461632.131337 -2990275.24174
6.1 -461583.890948 -2990250.0395
6.1 -461535.651391 -2990224.83653
6.1 -461519.108452 -2990211.47205
6.1 -461472.503465 -2990201.35283
6.1 -461425.951066 -2990191.22485
6.1 -461376.150669 -2990151.04012
6.1 -461344.525892 -2990139.30487
6.1 -461297.975066 -2990129.17495
6.1 -461249.75758 -2990104.08107
6.1 -461186.562677 -2990080.59962
6.1 -461123.490424 -2990056.86575
6.1 -461045.232852 -2990035.12375
6.1 -460950.558999 -2989999.76121
6.1 -460887.369155 -2989976.27364
6.1 -460792.595043 -2989940.92236
6.1 -460697.8234 -2989905.56818
6.1 -460633.078039 -2989867.096
6.1 -460554.812652 -2989845.22805
6.1 -460521.618116 -2989818.39145
6.1 -460490.05306 -2989806.63945
6.1 -460470.172531 -2989763.22932
6.1 -460425.312611 -2989768.16304
6.1 -460348.697257 -2989761.13978
6.1 -460300.494456 -2989736.0313
6.1 -460252.344666 -2989710.91406
6.1 -460189.167444 -2989687.41228
6.1 -460122.754246 -2989633.85275
6.1 -460031.185629 -2989628.54274
6.1 -459936.434589 -2989593.16533
6.1 -459843.329436 -2989572.98357
6.1 -459780.159048 -2989549.47343
6.1 -459700.337089 -2989512.49068
6.1 -459653.769379 -2989502.45732
6.1 -459592.244356 -2989493.79343
6.1 -459575.609909 -2989480.43494
6.1 -459529.078064 -2989470.27816
6.1 -459497.46924 -2989458.52405
6.1 -459480.835418 -2989445.16506
6.1 -459435.980838 -2989450.08398
6.1 -459389.328398 -2989439.82761
6.1 -459342.745975 -2989429.676
6.1 -459266.284438 -2989422.83634
6.1 -459233.002145 -2989396.00231
6.1 -459158.147382 -2989404.13164
6.1 -459066.6088 -2989398.9059
6.1 -459003.449805 -2989375.37976
6.1 -458926.974158 -2989368.41802
6.1 -458895.369453 -2989356.65768
6.1 -458848.808349 -2989346.61198
6.1 -458802.282396 -2989336.44407
6.1 -458757.30809 -2989341.25534
6.1 -458725.72195 -2989329.60674
6.1 -458679.127328 -2989319.33145
6.1 -458634.170771 -2989324.25437
6.1 -458604.275057 -2989327.44694
6.1 -458557.715963 -2989317.39676
6.1 -458482.742117 -2989325.41172
6.1 -458392.881201 -2989335.24298
6.1 -458329.678345 -2989311.71084
6.1 -458236.581392 -2989291.36631
6.1 -458101.800628 -2989305.98362
6.1 -457993.628403 -2989287.24523
6.1 -457888.795595 -2989298.65848
6.1 -457720.818795 -2989286.51522
6.1 -457614.371144 -2989282.83304
6.1 -457506.17039 -2989264.19865
6.1 -457383.050364 -2989247.14654
6.1 -457275.009908 -2989228.47994
6.1 -457183.488013 -2989223.19691
6.1 -457090.371418 -2989202.93854
6.1 -457028.779933 -2989194.35189
6.1 -456980.584286 -2989169.31285
6.1 -456919.046242 -2989160.716
6.1 -456874.075806 -2989165.49898
6.1 -456795.954224 -2989143.75351
6.1 -456702.826787 -2989123.36977
6.1 -456626.231751 -2989116.48706
6.1 -456504.84175 -2989114.46945
6.1 -456366.731741 -2989099.08709
6.1 -456243.631059 -2989081.98857
6.1 -456103.969596 -2989051.49991
6.1 -455997.505367 -2989047.88203
6.1 -455829.529849 -2989035.75482
6.1 -455721.37465 -2989017.1701
6.1 -455613.203975 -2988998.46801
6.1 -455536.722744 -2988991.54171
6.1 -455475.213683 -2988983.02894
6.1 -455441.938875 -2988956.27555
6.1 -455396.972465 -2988961.03635
6.1 -455365.355336 -2988949.36081
6.1 -455318.819353 -2988939.26082
6.1 -455272.266478 -2988929.04662
6.1 -455195.788932 -2988922.11169
6.1 -455147.56371 -2988897.05179
6.1 -455085.989217 -2988888.42556
6.1 -455022.899047 -2988864.93042
6.1 -454944.630574 -2988843.0477
6.1 -454851.549335 -2988822.72065
6.1 -454788.358507 -2988799.23658
6.1 -454695.228054 -2988778.91269
6.1 -454632.091838 -2988755.41747
6.1 -454552.229379 -2988718.43791
6.1 -454460.808422 -2988713.17785
6.1 -454395.971541 -2988674.60679
6.1 -454287.8965 -2988655.96313
6.1 -454163.115588 -2988623.94399
6.1 -454038.39006 -2988591.91183
6.1 -453897.06605 -2988546.4857
6.1 -453740.778152 -2988502.62902
6.1 -453567.843886 -2988445.38167
6.1 -453411.584997 -2988401.62171
6.1 -453226.937953 -2988376.09568
6.1 -453054.02378 -2988318.81931
6.1 -452882.657888 -2988276.62842
6.1 -452759.558481 -2988259.63131
6.1 -452664.890825 -2988224.2716
6.1 -452571.660648 -2988204.02007
6.1 -452525.150465 -2988193.87743
6.1 -452478.588527 -2988183.74198
6.1 -452432.026987 -2988173.60582
6.1 -452387.039248 -2988178.44287
6.1 -452370.446884 -2988165.04593
6.1 -452293.969876 -2988158.15911
6.1 -452247.409711 -2988148.02011
6.1 -452154.186271 -2988127.75575
6.1 -452076.070161 -2988105.7838
6.1 -451982.954096 -2988085.49842
6.1 -451858.249133 -2988053.49854
6.1 -451750.118756 -2988034.78037
6.1 -451641.95522 -2988016.17973
6.1 -451518.932012 -2987999.12431
6.1 -451455.739267 -2987975.57951
6.1 -451392.547618 -2987952.03342
6.1 -451315.977189 -2987945.1376
6.1 -451222.89114 -2987924.94246
6.1 -451174.65097 -2987899.715
6.1 -451143.048615 -2987887.88247
6.1 -451096.498574 -2987877.72585
6.1 -451064.913973 -2987866.00604
6.1 -451018.381805 -2987855.96176
6.1 -450971.832897 -2987845.80324
6.1 -450953.613103 -2987817.31884
6.1 -450906.960798 -2987807.17508
6.1 -450858.846894 -2987782.04054
6.1 -450810.57738 -2987756.92887
6.1 -450762.360844 -2987731.8086
6.1 -450699.285255 -2987708.2326
6.1 -450649.383729 -2987668.03847
6.1 -450571.259483 -2987646.14955
6.1 -450521.429944 -2987606.05911
6.1 -450486.582986 -2987564.17341
6.1 -450453.422798 -2987537.35955
6.1 -450436.755746 -2987524.08175
6.1 -450390.214687 -2987513.91447
6.1 -450388.52904 -2987498.84231
6.1 -450340.320282 -2987473.71566
6.1 -450308.847617 -2987461.97249
6.1 -450260.570921 -2987436.73896
6.1 -450242.376675 -2987408.36442
6.1 -450192.4508 -2987368.28478
6.1 -450145.896161 -2987358.0003
6.1 -450124.47277 -2987299.69221
6.1 -450074.637204 -2987259.48161
6.1 -450024.802895 -2987219.27028
6.1 -449974.934807 -2987179.17959
6.1 -449926.786685 -2987154.03894
6.1 -449893.531287 -2987127.23522
6.1 -449843.701374 -2987087.02119
6.1 -449825.512415 -2987058.64464
6.1 -449807.167329 -2987030.29158
6.1 -449759.057944 -2987005.02708
6.1 -449724.208962 -2986963.36881
6.1 -449675.997056 -2986938.11877
6.1 -449624.50747 -2986882.94295
6.1 -449576.383967 -2986857.91064
6.1 -449526.457957 -2986817.70764
6.1 -449476.637464 -2986777.4882
6.1 -449440.217013 -2986720.73937
6.1 -449358.851367 -2986668.8954
6.1 -449260.797043 -2986603.53868
6.1 -449207.743255 -2986533.26897
6.1 -449124.653955 -2986466.35501
6.1 -449073.180896 -2986411.17114
6.1 -448990.097529 -2986344.2539
6.1 -448925.299165 -2986305.69989
6.1 -448840.663912 -2986223.80475
6.1 -448757.573252 -2986156.76826
6.1 -448674.607378 -2986089.82758
6.1 -448576.602437 -2986024.56421
6.1 -448510.138289 -2985970.92993
6.1 -448410.428246 -2985890.71093
6.1 -448312.365998 -2985825.33398
6.1 -448197.81589 -2985746.64171
6.1 -448099.762779 -2985681.25837
6.1 -448000.072413 -2985601.02707
6.1 -447935.302218 -2985562.45337
6.1 -447850.642487 -2985480.42798
6.1 -447784.167014 -2985426.90062
6.1 -447719.403172 -2985388.32265
6.1 -447667.935751 -2985333.23929
6.1 -447588.119567 -2985296.21988
6.1 -447491.783947 -2985246.00392
6.1 -447443.530721 -2985220.84979
6.1 -447377.119915 -2985167.3064
6.1 -447312.314764 -2985128.72805
6.1 -447262.513844 -2985088.59705
6.1 -447182.726485 -2985051.68096
6.1 -447087.939041 -2985016.31339
6.1 -447006.501867 -2984964.43425
6.1 -446910.170063 -2984914.08711
6.1 -446812.136182 -2984848.78623
6.1 -446729.038316 -2984781.82799
6.1 -446647.66564 -2984729.93203
6.1 -446596.175295 -2984674.84013
6.1 -446503.05941 -2984654.4135
6.1 -446423.241538 -2984617.48602
6.1 -446388.408232 -2984575.80228
6.1 -446338.559175 -2984535.5515
6.1 -446288.780444 -2984495.40571
6.1 -446255.496802 -2984468.69487
6.1 -446207.370867 -2984443.50648
6.1 -446159.141587 -2984418.33293
6.1 -446112.580381 -2984408.23081
6.1 -446092.735035 -2984364.88492
6.1 -446057.822544 -2984322.97863
6.1 -446026.24469 -2984311.21632
6.1 -445993.069411 -2984284.48727
6.1 -445974.771693 -2984256.11503
6.1 -445926.651475 -2984230.92246
6.1 -445846.799996 -2984193.98838
6.1 -445752.022033 -2984158.70188
6.1 -445639.05687 -2984095.02289
6.1 -445494.472097 -2984019.57999
6.1 -445381.448814 -2983955.78608
6.1 -445236.894525 -2983880.44495
6.1 -445090.615981 -2983789.91918
6.1 -444961.107678 -2983712.90367
6.1 -444831.468045 -2983635.67137
6.1 -444733.432969 -2983570.43658
6.1 -444652.023144 -2983518.50577
6.1 -444553.97875 -2983453.15203
6.1 -444474.183074 -2983416.29676
6.1 -444377.78853 -2983365.89637
6.1 -444342.943208 -2983324.19956
6.1 -444264.84795 -2983302.29
6.1 -444216.601877 -2983277.09474
6.1 -444170.015277 -2983266.97108
6.1 -444106.846934 -2983243.41577
6.1 -444028.704022 -2983221.50794
6.1 -443993.865031 -2983179.80744
6.1 -443900.749474 -2983159.5449
6.1 -443822.489701 -2983137.53378
6.1 -443772.714612 -2983097.3573
6.1 -443709.518385 -2983073.91517
6.1 -443661.385239 -2983048.69586
6.1 -443613.1488 -2983023.4913
6.1 -443564.930079 -2982998.39955
6.1 -443520.041812 -2983003.21718
6.1 -443471.807445 -2982978.01043
6.1 -443455.194599 -2982964.69739
6.1 -443408.66863 -2982954.55441
6.1 -443377.082039 -2982942.88656
6.1 -443345.46197 -2982930.9913
6.1 -443298.885014 -2982920.85438
6.1 -443250.670911 -2982895.75775
6.1 -443157.57149 -2982875.47257
6.1 -443077.75852 -2982838.58927
6.1 -443012.956209 -2982799.93906
6.1 -442948.120376 -2982761.4088
6.1 -442866.729469 -2982709.55341
6.1 -442803.533009 -2982685.97926
6.1 -442725.364992 -2982664.04607
6.1 -442692.236871 -2982637.28316
6.1 -442658.953138 -2982610.54311
6.1 -442609.150303 -2982570.35632
6.1 -442562.582458 -2982560.20824
6.1 -442497.809816 -2982521.66108
6.1 -442419.700956 -2982499.71245
6.1 -442354.827469 -2982461.17779
6.1 -442288.37446 -2982407.67498
6.1 -442195.247263 -2982387.36838
6.1 -442113.879868 -2982335.49374
6.1 -442035.727407 -2982313.5431
6.1 -441937.693818 -2982248.23766
6.1 -441859.545279 -2982226.28257
6.1 -441794.685219 -2982187.73644
6.1 -441718.239144 -2982180.84278
6.1 -441681.691265 -2982124.06065
6.1 -441603.548363 -2982102.09907
6.1 -441540.341109 -2982078.6205
6.1 -441460.519232 -2982041.70374
6.1 -441365.834389 -2982006.40498
6.1 -441300.985799 -2981967.8487
6.1 -441236.259774 -2981929.38926
6.1 -441139.780551 -2981879.03391
6.1 -441045.105235 -2981843.7254
6.1 -440933.681044 -2981795.11101
6.1 -440837.315754 -2981744.73097
6.1 -440742.54482 -2981709.4286
6.1 -440631.131193 -2981660.80339
6.1 -440534.792527 -2981610.5276
6.1 -440438.336341 -2981560.15069
6.1 -440343.628818 -2981524.82846
6.1 -440277.180245 -2981471.29176
6.1 -440200.604138 -2981464.38297
6.1 -440135.851823 -2981425.90865
6.1 -440056.049799 -2981388.84249
6.1 -439992.819855 -2981365.34008
6.1 -439928.072473 -2981326.8615
6.1 -439833.275351 -2981291.53904
6.1 -439755.136396 -2981269.6518
6.1 -439675.32531 -2981232.81065
6.1 -439628.792379 -2981222.61802
6.1 -439534.002857 -2981187.28635
6.1 -439455.869539 -2981165.39147
6.1 -439392.702045 -2981141.86909
6.1 -439329.483618 -2981118.35308
6.1 -439281.36986 -2981093.07429
6.1 -439236.389873 -2981098.07776
6.1 -439203.102085 -2981071.30951
6.1 -439156.590746 -2981061.22322
6.1 -439108.427516 -2981035.94942
6.1 -439061.813134 -2981025.87701
6.1 -439028.631782 -2980999.09162
6.1 -438980.383373 -2980973.94473
6.1 -438903.930881 -2980966.98783
6.1 -438809.159857 -2980931.63385
6.1 -438759.349403 -2980891.51611
6.1 -438681.0752 -2980869.62446
6.1 -438587.995556 -2980849.32938
6.1 -438463.307399 -2980817.2076
6.1 -438385.158858 -2980795.40659
6.1 -438290.348739 -2980760.04428
6.1 -438195.609809 -2980724.78496
6.1 -438119.028522 -2980717.9447
6.1 -438070.88065 -2980692.65479
6.1 -438040.852602 -2980695.90776
6.1 -437992.73921 -2980670.84375
6.1 -437946.223424 -2980660.62542
6.1 -437916.195742 -2980663.87714
6.1 -437869.645135 -2980653.77883
6.1 -437853.001645 -2980640.33077
6.1 -437808.133215 -2980645.29745
6.1 -437746.501083 -2980636.71653
6.1 -437668.347746 -2980614.78356
6.1 -437606.889727 -2980606.29044
6.1 -437513.689866 -2980586.09887
6.1 -437438.778945 -2980594.1938
6.1 -437362.292592 -2980587.20545
6.1 -437315.746088 -2980577.09861
6.1 -437239.225505 -2980570.22832
6.1 -437192.663255 -2980560.00602
6.1 -437146.118061 -2980549.89657
6.1 -437084.508164 -2980541.41566
6.1 -437037.963821 -2980531.30454
6.1 -436991.403226 -2980521.07914
6.1 -436976.442281 -2980522.69261
6.1 -436929.898792 -2980512.57982
6.1 -436884.912064 -2980517.43432
6.1 -436853.329991 -2980505.70734
6.1 -436808.343409 -2980510.56068
6.1 -436743.539463 -2980471.91728
6.1 -436696.99796 -2980461.80092
6.1 -436635.408918 -2980453.42441
6.1 -436542.294744 -2980432.96051
6.1 -436450.786375 -2980427.80257
6.1 -436356.033668 -2980392.49363
6.1 -436247.92882 -2980373.75215
6.1 -436154.750354 -2980353.5187
6.1 -436045.00921 -2980319.93056
6.1 -435950.317903 -2980284.60145
6.1 -435855.56044 -2980249.16348
6.1 -435792.3603 -2980225.69557
6.1 -435714.202131 -2980203.8335
6.1 -435665.998718 -2980178.63469
6.1 -435617.744127 -2980153.44275
6.1 -435601.234874 -2980140.08102
6.1 -435571.213258 -2980143.30915
6.1 -435552.998067 -2980115.00165
6.1 -435521.426687 -2980103.26097
6.1 -435474.845038 -2980093.13351
6.1 -435441.603978 -2980066.32532
6.1 -435393.457236 -2980041.11474
6.1 -435298.679862 -2980005.78089
6.1 -435218.879415 -2979968.9531
6.1 -435137.447556 -2979916.93536
6.1 -435057.651622 -2979880.10348
6.1 -434992.833807 -2979841.43138
6.1 -434866.51972 -2979794.45153
6.1 -434786.782773 -2979757.60513
6.1 -434735.277297 -2979702.37204
6.1 -434642.186298 -2979682.08497
6.1 -434562.334804 -2979645.13445
6.1 -434512.569829 -2979605.07069
6.1 -434462.668987 -2979564.79421
6.1 -434397.899018 -2979526.33711
6.1 -434334.727454 -2979502.83955
6.1 -434284.882616 -2979462.55277
6.1 -434236.668455 -2979437.45326
6.1 -434155.284859 -2979385.52403
6.1 -434120.415342 -2979343.749
6.1 -434040.683614 -2979306.77019
6.1 -433979.062989 -2979298.2339
6.1 -433897.704239 -2979246.41167
6.1 -433831.216963 -2979192.77017
6.1 -433766.463238 -2979154.30025
6.1 -433671.683957 -2979118.92451
6.1 -433591.876839 -2979082.06297
6.1 -433495.509303 -2979031.72092
6.1 -433430.659587 -2978993.25925
6.1 -433364.202585 -2978939.72174
6.1 -433269.53955 -2978904.31863
6.1 -433191.283189 -2978882.41541
6.1 -433126.528252 -2978843.81881
6.1 -433061.739512 -2978805.34203
6.1 -432983.591667 -2978783.41842
6.1 -432918.737695 -2978744.83267
6.1 -432868.957034 -2978704.75124
6.1 -432792.35145 -2978697.79135
6.1 -432759.217868 -2978671.0616
6.1 -432709.372078 -2978630.87167
6.1 -432631.232075 -2978608.93912
6.1 -432583.046406 -2978583.8143
6.1 -432519.859222 -2978560.28745
6.1 -432455.068319 -2978521.68463
6.1 -432406.833653 -2978496.56466
6.1 -432358.599822 -2978471.44395
6.1 -432282.175275 -2978464.5621
6.1 -432187.350963 -2978429.26964
6.1 -432137.568928 -2978389.06323
6.1 -432074.390008 -2978365.52728
6.1 -432009.521918 -2978327.04394
6.1 -431929.810556 -2978290.13241
6.1 -431879.878259 -2978249.94466
6.1 -431815.102691 -2978211.32872
6.1 -431766.89526 -2978186.31249
6.1 -431703.707497 -2978162.65544
6.1 -431653.900676 -2978122.56272
6.1 -431575.748313 -2978100.7245
6.1 -431524.275174 -2978045.44897
6.1 -431459.525142 -2978006.93938
6.1 -431394.708356 -2977968.32242
6.1 -431344.856709 -2977928.23253
6.1 -431263.409307 -2977876.25198
